,Cod,Grupo,Produto
489,2208,11,CASCALHO
490,2209,11,AREIA; TERRA; BARRO; SAIBRO; ETC.
491,2301,11,PEDRAS | BRITADA; MARROADA; PARALELEPIPEDO; ETC.
492,2302,11,PEDRA BRITADA
493,2303,11,BRITA
494,2304,11,PO DE PEDRA
495,2305,11,PEDRA MARROADA
496,2306,11,PEDRA DE ALICERCE
497,2307,11,PEDRAS | BRITADA; MARROADA; PARALELEPIPEDO; ETC.
498,2308,11,ASFALTO
499,2401,11,PORTAO
500,2501,11,INPS DE OBRA
501,2601,11,BASCULANTE
502,2701,11,COLA | EXCETO DUREPOX
503,2702,11,COLA DE MADEIRA
504,2703,11,COLA SUPER BOND
505,2704,11,SUPER BOND
506,2705,11,COLA DE SAPATEIRO
507,2801,11,ARGAMASSA
508,2901,11,TELHAS | BARRO; AMIANTO; FIBRA; ALUMINIO; ETC.
509,2902,11,TELHAS | BARRO; AMIANTO; FIBRA; ALUMINIO; ETC.
510,3001,11,SOLEIRA E PARAPEITO DE JANELA DE QUALQUER MATERIAL
511,3002,11,PARAPEITO DE JANELA DE QUALQUER MATERIAL
512,3101,11,PEDRA MARMORE PARA PIA
513,3102,11,MARMORE | PEDRAPARA PIA
514,3103,11,BALCAO DE MARMORE PARA PIA
515,3104,11,BALCAO DE PIA
516,3105,11,BALCAO DE COZINHA
517,3106,11,GRANITO | PEDRAPARA PIA
518,3107,11,BALCAO DE GRANITO PARA PIA
519,3201,11,CAIXA DE AGUA DE QUALQUER MATERIAL
520,3202,11,TAMPA DE CAIXA DE AGUA
521,3203,11,CAIXA DE AGUA
522,3301,11,GRADE DE FERRO
523,3401,11,BLOCO DE CIMENTO
524,3402,11,BLOCKET | BLOCO DE CIMENTO
525,3501,11,BOX DE BANHEIRO DE QUALQUER MATERIAL
526,3601,11,TANQUE DE QUALQUER MATERIAL
527,3701,11,PORTAL
528,3801,11,CAIXA DE LUZ | PADRAO
529,3901,11,CAIXA DE DESCARGA
530,4001,11,GESSO
531,4101,11,ESPELHO DE BANHEIRO
532,4201,11,MANILHA
533,4301,11,PLACA;ANEL; VIGA; PALANQUE; ETC. DE CIMENTO OU CONCRETO
534,4302,11,ANEL DE CIMENTO OU CONCRETO
535,4303,11,VIGA DE CIMENTO OU CONCRETO
536,4304,11,PALANQUE DE CIMENTO OU CONCRETO
537,4305,11,PLACA DE CIMENTO OU CONCRETO
538,4401,11,CAIXA DE REGISTRO DE AGUA
539,4501,11,MATERIAL PLASTICO PARA COBERTURA
540,4502,11,TOLDO PLASTICO
541,4503,11,PLASTICO | MATERIAL PARA COBERTURA
542,4504,11,TOLDO DE LONA
543,4601,11,DUREPOX
544,4602,11,EPOX | COLA
545,4701,11,CUBA PARA PIA | QUALQUER MATERIAL
546,4702,11,PIA | CUBADE QUALQUER MATERIAL
547,4801,11,CALHA
548,4901,11,ESQUADRIA
549,5001,11,FORMICA | FOLHA
550,5002,11,FOLHA DE FORMICA
551,5101,11,POSTE | CIMENTO
552,5102,11,POSTE DE MADEIRA
553,5103,11,POSTE METALICO
554,5201,11,CUPINICIDA
555,5202,11,VENENO CONTRA CUPIM | CUPINICIDA
556,5301,11,PRODUTOS PARA PISCINA
557,5302,11,CLORO PARA PISCINA
558,5303,11,SULFATO DE ALUMINIO PARA PISCINA
559,5401,11,AQUISICAO DE SEPULTURA
560,5402,11,AQUISICAO DE TERRENO PARA SEPULTURA
561,5501,11,ESCADA CARACOL
562,5601,11,IMPERMEABILIZANTE
563,5602,11,MASSA DE VEDACAO DE TELHA
564,5701,11,PALHA PARA COBERTURA
565,5702,11,SAPE PARA COBERTURA
566,5801,11,ALUGUEL DE TERRENO PARA SEPULTURA
567,5901,11,MASSA DE FIXACAO E VEDACAO DE VIDRO
568,6101,11,BANDEIRA DE JANELA
569,6201,11,CONCRETO USINADO
570,6401,11,TETO SOLAR
571,6701,11,FIXOTAC
572,6901,11,LATA VAZIA | USADA EM CONSTRUCAO
573,6902,11,BALDE
574,7001,11,RUFO DE TELHADO
575,7002,11,RUFO PARA TELHADO
576,7101,11,OXIDO DE FERRO | PARA PISO DE CERAMICA
577,7301,11,LIXEIRA METALICA
578,8001,11,CONSTRUCAO DE JAZIGO
579,8101,11,REFORMA DE JAZIGO
580,8201,11,LAPIDE DE JAZIGO
581,8202,11,LAPIDE
582,8301,11,GRAVACAO EM JAZIGO
583,8401,11,GAVETA DE JAZIGO
584,8501,11,ACESSORIOS DE BANHEIRO
585,8601,11,FORRO DE MADEIRA
586,8602,11,FORRO | OUTROS TIPOS
587,8701,11,MASSA PARA REJUNTE
588,8801,11,CHAPA METALICA
589,8901,11,FOSSA SEPTICA
590,9001,11,ALUGUEL DE MAQUINAS
591,9101,11,ESTACA PARA CERCA | QUALQUER MATERIAL
592,9201,11,CASA DE MADEIRA USADA
593,9301,11,CIPO DE AMARRAR
594,9801,11,AGREGADO
595,9802,11,ACESSORIO PARA BANHEIRO DE INOX
596,101,12,AQUISICAO DO IMOVEL A VISTA | VALOR PAGO; IMPOSTO DE TRANSMISSAO; ETC. | DOMICILIO PRINCIPAL
597,102,12,IMPOSTO DE TRANSMISSAO DO IMOVEL | AQUISICAO A VISTA | DOMICILIO PRINCIPAL
598,103,12,AQUISICAO DO IMOVEL A VISTA | VALOR PAGO; IMPOSTO DE TRANSMISSAO; ETC.
599,201,12,AQUISICAO DO IMOVEL A PRAZO | ENTRADA; PARCELAS; TAXAS; IMPOSTOS; ETC. | DOMICILIO PRINCIPAL
600,202,12,TAXAS PARA AQUISICAO DO IMOVEL A PRAZO | DOMICILIO PRINCIPAL
601,203,12,IMPOSTOS PARA AQUISICAO DO IMOVEL A PRAZO | DOMICILIO PRINCIPAL
602,204,12,PARCELAS PARA AQUISICAO DO IMOVEL A PRAZO | DOMICILIO PRINCIPAL
603,205,12,ENTRADA PARA AQUISICAO DO IMOVEL A PRAZO | DOMICILIO PRINCIPAL
604,206,12,AQUISICAO DO IMOVEL A PRAZO | ENTRADA; PARCELAS; TAXAS; IMPOSTOS; ETC.
605,301,12,LOCACAO DO IMOVEL | CONTRATO; DEPOSITOS DE LOCACAO E CONSERVACAO | DOMICILIO PRINCIPAL
606,302,12,CONTRATO DE LOCACAO DO IMOVEL | DOMICILIO PRINCIPAL
607,303,12,DEPOSITOS DE LOCACAO DO IMOVEL | DOMICILIO PRINCIPAL
608,304,12,DEPOSITOS DE CONSERVACAO DO IMOVEL | DOMICILIO PRINCIPAL
609,305,12,LOCACAO DE IMOVEL | CONTRATO; DEPOSITO DE LOCACAO E CONSERVACAO; ETC.
610,401,12,MUDANCA | DOMICILIO PRINCIPAL
611,402,12,MUDANCA
612,501,12,SEGUROS SOBRE O IMOVEL | INCENDIO; ROUBO; ETC. | DOMICILIO PRINCIPAL
613,502,12,SEGURO CONTRA ROUBO DO IMOVEL | DOMICILIO PRINCIPAL
614,503,12,SEGURO CONTRA INCENDIO DO IMOVEL | DOMICILIO PRINCIPAL
615,504,12,SEGUROS SOBRE O IMOVEL | INCENDIO; ROUBO; ETC.
616,601,12,TAXAS | COLETA DE LIXO; PREVENCAO E EXTINCAO DE INCENDIO; SEGURANCA; ETC. | DOMICILIO PRINCIPAL
617,602,12,TAXA DE COLETA DE LIXO | DOMICILIO PRINCIPAL
618,603,12,TAXA DE PREVENCAO E EXTINCAO DE INCENDIO | DOMICILIO PRINCIPAL
619,604,12,TAXA DE SEGURANCA | DOMICILIO PRINCIPAL
620,605,12,TAXA DE ILUMINACAO PUBLICA | DOMICILIO PRINCIPAL
621,606,12,TAXA DE CONSERVACAO URBANA | DOMICILIO PRINCIPAL
622,607,12,TAXA DE LIXO | DOMICILIO PRINCIPAL
623,608,12,TAXA DE ASFALTAMENTO | DOMICILIO PRINCIPAL
624,609,12,ASFALTAMENTO | TAXA | DOMICILIO PRINCIPAL
625,610,12,TAXAS | COLETA DE LIXO; PREVENCAO E EXTINCAO DE INCENDIO; ETC.
626,701,12,TAXA DE OCUPACAO DO IMOVEL | DOMICILIO PRINCIPAL
627,702,12,TAXA DE OCUPACAO DE IMOVEL
628,801,12,TAXA DE INSTALACAO DE RELOGIO DE AGUA | DOMICILIO PRINCIPAL
629,802,12,INSTALACAO DE RELOGIO DE AGUA | TAXA | DOMICILIO PRINCIPAL
630,803,12,RELOGIO DE AGUA | TAXA DE INSTALACAO | DOMICILIO PRINCIPAL
631,804,12,HIDROMETRO | TAXA DE INSTALACAO | DOMICILIO PRINCIPAL
632,805,12,TAXA DE RELIGACAO DE RELOGIO DE AGUA | DOMICILIO PRINCIPAL
633,806,12,TAXA DE INSTALACAO DE RELOGIO DAGUA
634,901,12,TAXA DE TRANSFERENCIA DE TELEFONE | DOMICILIO PRINCIPAL
635,902,12,TRANSFERENCIA DE TELEFONE | TAXA | DOMICILIO PRINCIPAL
636,903,12,TAXA DE TRANSFERENCIA DE TELEFONE
637,1001,12,TAXA DE INSTALACAO DE INTERFONE; TELEFONE | DOMICILIO PRINCIPAL
638,1002,12,INTERFONE | TAXA DE INSTALACAO | DOMICILIO PRINCIPAL
639,1003,12,TELEFONE | TAXA DE INSTALACAO | DOMICILIO PRINCIPAL
640,1004,12,TAXA DE REPARO DE REDE INTERNA DE TELEFONE | DOMICILIO PRINCIPAL
641,1005,12,TELEFONE | TAXA DE REPARO DE REDE INTERNA | DOMICILIO PRINCIPAL
642,1101,12,TAXA DE MANUTENCAO DE ELEVADOR | DOMICILIO PRINCIPAL
643,1102,12,MANUTENCAO DE ELEVADOR | DOMICILIO PRINCIPAL
644,1201,12,TAXA DE LIGACAO DE LUZ | DOMICILIO PRINCIPAL
645,1202,12,TAXA DE RELIGACAO DE LUZ | DOMICILIO PRINCIPAL
646,1203,12,TAXA DE INSTALACAO DE POSTE DE ENERGIA ELETRICA
647,1301,12,TAXA DE ISENCAO DE IMPOSTO PREDIAL | DOMICILIO PRINCIPAL
648,1401,12,TAXA DE VERIFICACAO DE VAZAMENTO DE AGUA | DOMICILIO PRINCIPAL
649,1501,12,TAXA DE INSTALACAO DE CENTRAL DE GAS
650,1502,12,INSTALACAO DE CENTRAL DE GAS | TAXA
651,1503,12,TAXA DE INSTALACAO DE MEDIDOR DE GAS
652,1701,12,TAXA DE UTILIZACAO E MANUTENCAO DE BOMBA DE AGUA
653,1702,12,UTILIZACAO E MANUTENCAO DE BOMBA DE AGUA | TAXA
654,1801,12,TAXA DE MANUTENCAO DE LINHA TELEFONICA COMUNITARIA
655,1802,12,LINHA TELEFONICA COMUNITARIA | TAXA DE MANUTENCAO
656,1901,12,TAXA DE CERTIDAO DE IMPOSTO | DIVIDA ATIVA
657,1902,12,CERTIDAO DE DIVIDA ATIVA
658,2001,12,SERVICO DE INSTALACAO DE TV A CABO
659,2002,12,INSTALACAO DE TV A CABO | SERVICO
660,2101,12,TAXA DE ADESAO DE TELEVISAO POR ASSINATURA
661,2102,12,ADESAO DE TELEVISAO POR ASSINATURA | TAXA
662,2201,12,TAXA DE INSTALACAO DE TELEVISAO POR ASSINATURA
663,2202,12,INSTALACAO DE TELEVISAO POR ASSINATURA | TAXA
664,2301,12,TAXA DE INSTALACAO DE INTERNET
665,2302,12,INSTALACAO DE INTERNET | TAXA
666,2401,12,TAXA EXTRA DE CONDOMINIO | REFORMA E MANUTENCAO
667,2402,12,REFORMA E MANUTENCAO | TAXA EXTRA DE CONDOMINIO
668,2403,12,TAXA DE REFORMA DE PREDIO | EXTRA DE CONDOMINIO
669,2404,12,TAXA DE MANUTENCAO DE PREDIO | EXTRA DE CONDOMINIO
670,2405,12,FUNDO DE RESERVA | EXTRA DE CONDOMINIO
671,2406,12,TAXA EXTRA DE FUNDO DE RESERVA | CONDOMINIO
672,2501,12,CERTIFICADO DE CADASTRO DE IMOVEL
673,2601,12,VIGILANCIA ELETRONICA
674,9201,12,VALOR DO IMOVEL ADQUIRIDO EM PRIMEIRA LOCACAO A VISTA | DOMICILIO PRINCIPAL
675,9202,12,VALOR DO IMOVEL ADQUIRIDO EM PRIMEIRA LOCACAO A VISTA
676,9301,12,VALOR DO IMOVEL ADQUIRIDO EM PRIMEIRA LOCACAO A PRAZO | DOMICILIO PRINCIPAL
677,9302,12,VALOR DO IMOVEL ADQUIRIDO EM PRIMEIRA LOCACAO A PRAZO
678,9401,12,VALOR DO IMOVEL ADQUIRIDO USADO A VISTA | DOMICILIO PRINCIPAL
679,9402,12,VALOR DO IMOVEL ADQUIRIDO USADO A VISTA
680,9501,12,VALOR DO IMOVEL ADQUIRIDO USADO A PRAZO | DOMICILIO PRINCIPAL
681,9502,12,VALOR DO IMOVEL ADQUIRIDO USADO A PRAZO
682,9601,12,AGREGADO
683,101,13,AR CONDICIONADO | ALUGUEL
684,201,13,TELEFONE RESIDENCIAL | ALUGUEL
685,202,13,TELEFONE RESIDENCIAL
686,301,13,TELEVISAO | ALUGUEL
687,302,13,TELEVISAO
688,401,13,VIDEOCASSETE | ALUGUEL
689,402,13,VIDEOCASSETE
690,601,13,MAQUINA DE COSTURA | ALUGUEL
691,701,13,PIANO | ALUGUEL
692,801,13,BUJAO DE GAS | ALUGUEL
693,1001,13,MICROCOMPUTADOR | ALUGUEL
694,1002,13,MICROCOMPUTADOR
695,1101,13,FILMADORA | ALUGUEL
696,1201,13,TELAO | ALUGUEL
697,1501,13,ALUGUEL DE MAQUINA DE ESCREVER ELETRICA
698,1502,13,MAQUINA DE ESCREVER ELETRICA | ALUGUEL
699,1601,13,ALUGUEL DE LIXADEIRA ELETRICA
700,1602,13,LIXADEIRA ELETRICA | ALUGUEL
701,1701,13,KARAOKE OU VIDEOKE | ALUGUEL
702,1801,13,ALUGUEL DE VIDEOGAME
703,1901,13,ALUGUEL DE SOM
704,2001,13,ALUGUEL DE FREEZER
705,2101,13,ALUGUEL DE CORTADOR DE GRAMA
706,9801,13,AGREGADO
707,101,14,FOGAO
708,102,14,FOGAO | INVENTARIO
709,201,14,FREEZER
710,202,14,FREEZER | INVENTARIO
711,301,14,GELADEIRA
712,302,14,GELADEIRA | INVENTARIO
713,401,14,MAQUINA DE LAVAR LOUCAS
714,402,14,MAQUINA DE LAVAR PRATOS
715,403,14,MAQUINA DE LAVAR PRATOS | INVENTARIO
716,501,14,BATEDEIRA DE BOLO
717,502,14,BATEDEIRA DE BOLO | INVENTARIO
718,601,14,LIQUIDIFICADOR
719,602,14,LIQUIDIFICADOR | INVENTARIO
720,701,14,TORRADEIRA ELETRICA
721,702,14,TORRADEIRA ELETRICA | INVENTARIO
722,801,14,ASPIRADOR DE PO
723,802,14,ASPIRADOR DE PO | INVENTARIO
724,901,14,ENCERADEIRA
725,902,14,ENCERADEIRA | INVENTARIO
726,1001,14,FERRO ELETRICO
727,1002,14,FERRO ELETRICO | INVENTARIO
728,1101,14,MAQUINA DE LAVAR ROUPAS
729,1102,14,MAQUINA DE LAVAR ROUPAS | INVENTARIO
730,1201,14,MAQUINA DE SECAR ROUPAS
731,1202,14,MAQUINA DE SECAR ROUPAS | INVENTARIO
732,1301,14,TELEVISAO EM CORES
733,1302,14,TELEVISAO EM CORES | INVENTARIO
734,1401,14,TELEVISAO EM PRETO E BRANCO
735,1402,14,TELEVISAO EM PRETO E BRANCO | INVENTARIO
736,1501,14,CONJUNTO DE SOM ACOPLADO
737,1502,14,CONJUNTO DE SOM ACOPLADO | INVENTARIO
738,1601,14,GRAVADOR E TOCA-FITAS
739,1602,14,GRAVADOR E TOCA-FITAS | INVENTARIO
740,1701,14,RADIO DE MESA
741,1702,14,RADIO DE MESA | INVENTARIO
742,1801,14,RADIO PORTATIL
743,1802,14,RADIO PORTATIL | INVENTARIO
744,2001,14,AR CONDICIONADO
745,2002,14,AR CONDICIONADO | INVENTARIO
746,2003,14,AR-CONDICIONADO
747,2101,14,VENTILADOR E CIRCULADOR DE AR
748,2102,14,VENTILADOR E CIRCULADOR DE AR | INVENTARIO
749,2201,14,MAQUINA DE COSTURA
750,2202,14,MAQUINA DE COSTURA | INVENTARIO
751,2301,14,SECADOR DE CABELOS
752,2302,14,SECADOR DE CABELOS | INVENTARIO
753,2401,14,AUTOMOVEL
754,2402,14,AUTOMOVEL | INVENTARIO
755,2501,14,BICICLETA
756,2502,14,BICICLETA | INVENTARIO
757,2601,14,MOTOCICLETA
758,2602,14,MOTOCICLETA | INVENTARIO
759,2701,14,MICROCOMPUTADOR
760,2702,14,MICROCOMPUTADOR | INVENTARIO
761,2801,14,VIDEOCASSETE
762,2802,14,VIDEOCASSETE | INVENTARIO
763,2901,14,PURIFICADOR DE AGUA TIPO OZONIZADOR
764,2902,14,PURIFICADOR DE AGUA TIPO OZONIZADOR | INVENTARIO
765,3001,14,FORNO DE MICROONDAS
766,3002,14,FORNO DE MICROONDAS | INVENTARIO
767,3101,14,ANTENA PARABOLICA
768,3102,14,ANTENA PARABOLICA | INVENTARIO
769,3201,14,TOCA-DISCOS A LASER
770,3202,14,TOCA-DISCOS A LASER | INVENTARIO
771,3301,14,DVD
772,3302,14,VIDEOCASSETE DVD
773,3303,14,VIDEOCASSETE DVD | INVENTARIO
774,3401,14,FILTRO DE AGUA A VELA
775,3402,14,FILTRO DE AGUA A VELA | INVENTARIO
776,101,15,EXAUSTOR
777,102,15,PURIFICADOR DE AR | EXAUSTOR
778,201,15,FOGAO A GAS OU ELETRICO
779,301,15,FOGAO A LENHA
780,401,15,FORNO | ELETRICO
781,501,15,FREEZER
782,601,15,GELADEIRA
783,602,15,FRIGOBAR
784,701,15,MAQUINA DE LAVAR PRATOS
785,801,15,ABRIDOR E AFIADOR ELETRICO
786,802,15,AFIADOR ELETRICO
787,901,15,BATEDEIRA DE BOLO
788,1001,15,CAFETEIRA ELETRICA
789,1101,15,ESPREMEDOR DE FRUTAS ELETRICO
790,1102,15,ESPREMEDOR DE FRUTAS | ELETRICO
791,1201,15,FACA ELETRICA
792,1301,15,GRILL
793,1401,15,LIQUIDIFICADOR
794,1501,15,MAQUINA DE MOER CARNE | ELETRICA
795,1601,15,PURIFICADOR DE AGUA TIPO OZONIZADOR
796,1602,15,OZONIZADOR
797,1701,15,TORRADEIRA ELETRICA
798,1801,15,ASPIRADOR DE PO
799,1802,15,ASPIRADOR DE BOLINHAS
800,1803,15,ASPIRADOR PAPA-BOLINHAS
801,1804,15,PAPA-BOLINHAS | ASPIRADOR
802,1901,15,ENCERADEIRA
803,2001,15,FERRO ELETRICO
804,2101,15,MAQUINA DE LAVAR ROUPAS
805,2201,15,MAQUINA DE SECAR ROUPAS
806,2202,15,CENTRIFUGA | SECAR ROUPA
807,2301,15,ANTENA DE TELEVISAO | EXCETO PARABOLICA
808,2302,15,ANTENA DE TELEVISAO | NAO PARABOLICA
809,2401,15,TELEVISAO EM CORES
810,2501,15,TELEVISAO EM PRETO E BRANCO
811,2601,15,VIDEOCASSETE
812,2701,15,VIDEOCASSETE DVD
813,2702,15,DVD
814,2801,15,CAIXA DE SOM
815,2901,15,CONJUNTO DE SOM ACOPLADO
816,3001,15,GRAVADOR E TOCA-FITAS
817,3002,15,TOCA-FITAS
818,3003,15,RADIO GRAVADOR
819,3004,15,RADIO TOCA-FITAS
820,3101,15,TOCA-DISCOS A LASER
821,3102,15,TOCA DISCOS A LAZER
822,3201,15,RADIO PORTATIL
823,3301,15,RADIO RELOGIO OU DE MESA
824,3401,15,AMPLIFICADOR
825,3501,15,TAPE-DECK
826,3601,15,TOCA-DISCOS DE AGULHA
827,3701,15,VIDEOGAME E ACESSORIOS
828,3702,15,VIDEO GAME E ACESSORIOS
829,3801,15,WALKMAN
830,3901,15,AR CONDICIONADO
831,3902,15,AR-CONDICIONADO
832,4001,15,AQUECEDOR DE AR
833,4101,15,CIRCULADOR DE AR
834,4201,15,VENTILADOR
835,4301,15,MAQUINA DE COSTURA | A PEDAL
836,4401,15,MAQUINA DE COSTURA | ELETRICA
837,4402,15,MAQUINA DE COSTURA ELETRICA
838,4501,15,MAQUINA DE COSTURA NAO ESPECIFICADA
839,4601,15,AQUECEDOR CENTRAL DE AGUA | ELETRICO
840,4602,15,AQUECEDOR DE AGUA CENTRAL | ELETRICO
841,4701,15,AQUECEDOR DE AGUA | A GAS
842,4801,15,BOMBA DE AGUA
843,4802,15,MOTOR DE BOMBA DE AGUA
844,4901,15,CHUVEIRO OU DUCHA ELETRICOS
845,5001,15,DISKMAN
846,5101,15,SECADOR E MODELADOR DE CABELOS
847,5102,15,SECADOR DE CABELOS
848,5103,15,MODELADOR DE CABELOS
849,5201,15,BARBEADOR ELETRICO
850,5202,15,BARBEADOR | ELETRICO
851,5301,15,DEPILADOR ELETRICO
852,5401,15,KARAOKE
853,5402,15,VIDEOKE
854,5501,15,GRAVADOR DE CD
855,5601,15,REGULADOR DE VOLTAGEM
856,5701,15,RECEPTOR DE TV A CABO
857,5702,15,APARELHO RECEPTOR DE TV A CABO
858,5801,15,CENTRIFUGA
859,5901,15,TELEFONE-RADIO-RELOGIO
860,5902,15,RADIO-RELOGIO-TELEFONE
861,5903,15,TELEFONE
862,6001,15,GRAVADOR DE DVD
863,6101,15,PROCESSADOR DE ALIMENTOS | ELETRICO
864,6102,15,PREPARADOR DE ALIMENTOS | ELETRICO
865,6103,15,MULTIPROCESSADOR DE ALIMENTOS | ELETRICO
866,6104,15,MULTIPREPARADOR DE ALIMENTOS | ELETRICO
867,6105,15,WALITTA MASTER
868,6106,15,MASTER WALITTA
869,6201,15,MICROCOMPUTADOR
870,6202,15,COMPUTADOR; COMPONENTES E ACESSORIOS
871,6401,15,IMPRESSORA DE MICROCOMPUTADOR
872,6501,15,TANQUE DE ROUPA ELETRICO
873,6502,15,TANQUINHO ELETRICO
874,6601,15,FORNO DE MICROONDAS
875,6701,15,APARELHO DE FAX
876,6702,15,FAX | APARELHO
877,6801,15,FRITADEIRA ELETRICA
878,6901,15,SELADORA
879,6902,15,MAQUINA SELADORA
880,7001,15,SCANER DE COMPUTADOR
881,7101,15,ESTERILIZADOR
882,7201,15,NOTEBOOK
883,7401,15,SECRETARIA ELETRONICA
884,7402,15,SECRETARIA ELETRONICA-TELEFONE
885,7403,15,SECRETARIA ELETRONICA-FAX
886,7501,15,TRITURADOR ELETRICO
887,7502,15,BRAUM MINI PINER
888,7503,15,WALITTA MIX
889,7601,15,BABA ELETRONICA
890,7701,15,ALTO-FALANTE; TWEETHER; MEGAFONE; MICROFONE; ETC.
891,7702,15,TWEETHER
892,7703,15,MEGAFONE
893,7704,15,MICROFONE
894,7705,15,AUTO-FALANTE; TWEETER; MEGAFONE; ETC.
895,7801,15,CONTROLE REMOTO DE TV; SOM; VIDEOCASSETE; ETC.
896,8001,15,SAUNA RESIDENCIAL
897,8101,15,ACESSORIOS DE IMPRESSORA
898,8201,15,ACESSORIOS DE VIDEOCASSETE
899,8301,15,FORNO A LENHA
900,8401,15,LAVADORA DE ALTA PRESSAO
901,8501,15,FORNO A GAS
902,8601,15,MASSAGEADOR ELETRICO
903,8701,15,WATER PEACH
904,8801,15,MAQUINA DE FAZER PAO
905,8901,15,SANDUICHEIRA ELETRICA
906,9001,15,VAPORIZADOR ELETRICO | INALADOR
907,9002,15,NEBULIZADOR ELETRICO
908,9101,15,TELEVISAO E RADIO ACOPLADOS
909,9201,15,MAQUINA DE OVERLOCK
910,9301,15,TELEVISAO E VIDEOCASSETE | ACOPLADOS
911,9401,15,ANTENA PARABOLICA E EQUIPAMENTOS
912,9601,15,WAPORETO
913,9602,15,VAPORETO | WAPORETO
914,9701,15,AGREGADO
915,9801,15,SUPORTE ELETRICO PARA GARRAFAO DE AGUA
916,9901,15,UMIDIFICADOR DE AR
917,10001,15,TORNEIRA ELETRICA
918,10101,15,HOME THEATER
919,10201,15,IOGURTEIRA
920,10301,15,FILTRO ELETRICO
921,10401,15,ESTUFA ELETRICA
922,10501,15,FATIADOR DE ALIMENTOS
923,10601,15,PALM TOP
924,10701,15,MOTOR DE FREEZER
925,10801,15,MOTOR DE MAQUINA DE COSTURA
926,10901,15,MERGULHAO
927,11001,15,MAQUINA DE BATER ACAI ELETRICA
928,11101,15,MARMITA ELETRICA
929,11201,15,MAQUINA DE CORTAR PISO
930,11301,15,MAQUINA DE ALGODAO
931,11401,15,MAQUINA DE CREPE
932,11501,15,MAQUINA DE BATER SABAO ELETRICA
933,11601,15,MAQUINA DE ESTAMPAR
934,11701,15,MAQUINA DE POLIR
935,11801,15,MAQUINA DE RISCAR CERAMICA
936,11901,15,MAQUINA DE TRICO
937,12001,15,EASY BOX | APARELHO NAVEGADOR DE INTERNET
938,12101,15,FONTE DE ALIMENTACAO DE APARELHO ELETRONICO
939,12201,15,MEDOR DE CAFE ELETRICO
940,12301,15,MOTOR ELETRICO PARA PORTAO
941,12401,15,PAINEL SOLAR | ENERGIA SOLAR
942,12501,15,GERADOR DE ENERGIA
943,12601,15,APARELHO DE SOLDA
944,12701,15,GRAVADOR
945,12801,15,RETROPROJETOR
946,101,16,ACESSORIOS DE INSTRUMENTOS MUSICAIS
947,501,16,GUITARRA
948,601,16,PIANO
949,701,16,VIOLAO
950,702,16,CAVAQUINHO
951,801,16,BINOCULOS;LUNETA E TELESCOPIO
952,802,16,LUNETA
953,803,16,TELESCOPIO
954,804,16,LUPA
955,901,16,FILMADORA
956,1101,16,MAQUINA FOTOGRAFICA
957,1401,16,CALCULADORA MECANICA
958,1501,16,CALCULADORA E AGENDA ELETRONICA
959,1502,16,CALCULADORA ELETRONICA
960,1503,16,AGENDA ELETRONICA
961,1601,16,MAQUINA DE ESCREVER | MECANICA
962,1602,16,MAQUINA DE ESCREVER MECANICA
963,1701,16,MAQUINA DE ESCREVER | ELETRICA
964,1702,16,MAQUINA DE ESCREVER ELETRICA
965,1801,16,BARRACA DE ACAMPAMENTO
966,1901,16,CHURRASQUEIRA
967,2101,16,LAMPIAO
968,2102,16,LAMPARINA
969,2201,16,APARELHO DE CHA OU CAFE
970,2202,16,CONJUNTO DE CHA | APARELHO
971,2203,16,JOGO DE CHA | APARELHO
972,2301,16,APARELHO DE JANTAR
973,2302,16,CONJUNTO DE JANTAR | APARELHO
974,2303,16,JOGO DE JANTAR | APARELHO
975,2401,16,BAIXELA
976,2501,16,BATERIA DE COZINHA
977,2502,16,CONJUNTO DE PANELAS | BATERIA
978,2503,16,JOGO DE PANELAS | BATERIA
979,2601,16,FAQUEIRO
980,2701,16,CONJUNTO COMPLETO DE COPOS FINOS OU DE LUXO
981,2702,16,JOGO COMPLETO DE COPOS FINOS OU DE LUXO
982,2801,16,SUPORTE DE TV | GIRATORIO
983,2901,16,FILTRO DE AGUA
984,2902,16,FILTRO DE AGUA A VELA
985,3001,16,FERRAMENTAS EM GERAL
986,3002,16,ALICATE E CHAVE | BOCA;ESTRIA;ETC.
987,3003,16,CONJUNTO DE FERRAMENTAS
988,3004,16,CAIXA DE FERRAMENTAS
989,3005,16,CHAVE DE FENDA
990,3006,16,MARTELO
991,3007,16,SERRA | MANUAL
992,3008,16,ARCO DE SERRA
993,3009,16,FURADEIRA | MANUAL
994,3010,16,PUA
995,3011,16,SERROTE
996,3012,16,ENXADA
997,3013,16,CAVADEIRA
998,3014,16,ANCINHO
999,3015,16,TERCADO
1000,3016,16,PICARETA
1001,3017,16,PE-DE-CABRA
1002,3018,16,FOICE
1003,3019,16,PENEIRA
1004,3020,16,NIVEL
1005,3021,16,ESCALA
1006,3022,16,RISCADOR | PONTEIRA DE CORTAR AZULEJO
1007,3023,16,PONTEIRA | RISCADOR DE CORTAR AZULEJO
1008,3024,16,CORTADOR DE AZULEJO | RISCADOR
1009,3025,16,PA | FERRAMENTA
1010,3026,16,METRO | FERRAMENTA
1011,3027,16,MARRETA
1012,3028,16,CHAVE INGLESA
1013,3029,16,BROCA
1014,3030,16,TARRACHA
1015,3031,16,PLAINA
1016,3032,16,FERRO DE SOLDAR
